"unique.cellid","unique.tissueid","CGP.cellid","CCLE.cellid","GSK.cellid","GRAY.cellid","GNE.cellid","CTRP.cellid","CGP_EMTAB3610.cellid","GDSC_rnaseq.cellid","CCLE_exome.cellid","CCLE_rnaseq.cellid","GDSC.SNP.cellid","Ben_Neel.cellid","CTRPv2.cellid","gCSI.cellid","GDSC1000.cellid","NCI60.cellid","PRISM.cellid","MCLP.cellid","CGP.tissueid","CCLE.tissueid","GSK.tissueid","GRAY.tissueid","GNE.tissueid","CTRP.tissueid","CGP_EMTAB3610.tissueid","CCLE_rnaseq.tissueid","GDSC.SNP.tissueid","Cescon.cellid","Ben_Neel.tissueid","COSMIC.tissueid","CTRPv2.tissueid","gCSI.tissueid","GDSC1000.tissueid","Cleveland.cellid","Cleveland.tissueid","FIMM.cellid","FIMM.tissueid","NCI60.tissueid","PRISM.tissueid","MCLP.tissueid","Cellosaurus.Accession.id","PharmacoDB.id","GDSC_Exome.cellid","unique.tissueid.fromstudies","Cellosaurus.Disease.Type","CellLine.Type","Metastatic","DepMap.cellid","NCI.Sarcoma.cellid"
"MLI-045","","","","","","","","","","","","","","","","","MLI-045","","","","","","","","","","","","","","","","","","","","","","Non-Small Cell Lung Cancer","","","","MLI-04511422021_","","","","",NA,"",""
"MLI-059","","","","","","","","","","","","","","","","","MLI-059","","","","","","","","","","","","","","","","","","","","","","Colon Cancer","","","","MLI-05911432021_","","","","",NA,"",""
"MLI-076","","","","","","","","","","","","","","","","","MLI-076","","","","","","","","","","","","","","","","","","","","","","Non-Small Cell Lung Cancer","","","","MLI-07611442021_","","","","",NA,"",""
"MLMA","Lymphoid","MLMA","","","","","","MLMA","MLMA","","","MLMA","","","","MLMA","","","","haematopoietic_and_lymphoid_tissue","","","","","","haematopoietic_and_lymphoid_tissue","","blood","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_1419","MLMA_943_2019","MLMA","haematopoietic_and_lymphoid_tissue","Hairy cell leukemia","Cancer cell line",NA,"ACH-002274",""
"MM1.S","Lymphoid","","MM1-S","","","MM.1S","","MM1S","","MM1-S","MM1-S","MM1S","","MM1S","MM.1S","MM1S","","","MM1S","","haematopoietic_and_lymphoid_tissue","","","Blood","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","haematopoietic_and_lymphoid_tissue","","haematopoietic_and_lymphoid_tissue","","","","","","","blood","CVCL_8792","MM1S_944_2019","MM1S","haematopoietic_and_lymphoid_tissue","Plasma cell myeloma","Cancer cell line",NA,"ACH-000763",""
"MM127","Skin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_2601","MM12711472021_","","","","",NA,"ACH-001563",""
"MM1610113","Skin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MM161011311482021_","","","","",NA,"ACH-002512",""
"MM253","Skin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_2604","MM25311492021_","","","","",NA,"ACH-001970",""
"MM370","Skin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_2605","MM37011502021_","","","","",NA,"ACH-001566",""
"MM383","Skin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_2606","MM38311512021_","","","","",NA,"ACH-001567",""
"MM386","Skin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_2607","MM38611522021_","","","","",NA,"ACH-001568",""
"MM415","Skin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_2608","MM41511532021_","","","","",NA,"ACH-001569",""
"MM426","Skin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_2609","MM42611542021_","","","","",NA,"ACH-001570",""
"MM485","Skin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_2610","MM48511552021_","","","","",NA,"ACH-001973",""
"MMAc-SF","Skin","MMAC-SF","","","","","","MMAC-SF","MMAC-SF","","","MMAC-SF///MMAc-SF","","","","MMAC-SF","","","","skin","","","","","","Skin","","skin","","","skin","","","skin","","","","","","","","CVCL_1420","MMACSF_945_2019","MMAC-SF","skin","Melanoma","Cancer cell line",NA,"ACH-002162",""
"MN-60","Lymphoid","MN-60","","","","","","MN-60","MN-60","","","MN-60","","","","MN-60","","","MN60","haematopoietic_and_lymphoid_tissue","","","","","","haematopoietic_and_lymphoid_tissue","","blood","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","","","","","","","blood","CVCL_1421","MN60_946_2019","MN-60","haematopoietic_and_lymphoid_tissue","Burkitt lymphoma","Cancer cell line",NA,"ACH-002275",""
"MOG-G-CCM","CNS/Brain","MOG-G-CCM","MOG-G-CCM","","","","","MOG-G-CCM","MOG-G-CCM","","","MOG-G-CCM","","","","MOG-G-CCM","","","","central_nervous_system","central_nervous_system","","","","","central_nervous_system","","","","","central_nervous_system","","","central_nervous_system","","","","","","","","CVCL_2613","MOGGCCM_948_2019","MOG-G-CCM","central_nervous_system","Anaplastic astrocytoma","Cancer cell line",NA,"ACH-001125",""
"MOG-G-UVW","CNS/Brain","MOG-G-UVW","MOG-G-UVW","","","","","MOG-G-UVW","MOG-G-UVW","","","MOG-G-UVW","","","","MOG-G-UVW","","","","central_nervous_system","central_nervous_system","","","","","central_nervous_system","","","","","central_nervous_system","","","central_nervous_system","","","","","","","","CVCL_2614","MOGGUVW_949_2019","MOG-G-UVW","central_nervous_system","Anaplastic astrocytoma","Cancer cell line",NA,"ACH-001126",""
"MOLM-1","Myeloid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_2118","MOLM-111602021_","","","","",NA,"ACH-001573",""
"MOLM-13","Myeloid","","MOLM-13","","","","","MOLM-13","","MOLM-13","MOLM-13","MOLM-13","","MOLM13","MOLM-13","MOLM-13","","","MOLM13","","haematopoietic_and_lymphoid_tissue","","","","","Blood","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","haematopoietic_and_lymphoid_tissue","","","","","","","blood","CVCL_2119","MOLM13_950_2019","MOLM-13","haematopoietic_and_lymphoid_tissue","Adult acute myeloid leukemia","Cancer cell line",NA,"ACH-000362",""
"MOLM-14","Lymphoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_7916","MOLM-1411622021_","","","","",NA,"ACH-001574",""
"MOLM-16","Myeloid","","MOLM-16","","","MOLM-16","MOLM16","MOLM-16","","MOLM-16","MOLM-16","MOLM-16","","MOLM16","MOLM-16","MOLM-16","","","","","haematopoietic_and_lymphoid_tissue","","","Blood","HEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_2120","MOLM16_951_2019","MOLM-16","haematopoietic_and_lymphoid_tissue","Adult acute myeloid leukemia","Cancer cell line",NA,"ACH-000369",""
"MOLM-6","Myeloid","","MOLM-6","","","","","","","MOLM-6","MOLM-6","","","MOLM6","","","","","","","haematopoietic_and_lymphoid_tissue","","","","","","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","","","","","","CVCL_2122","MOLM6_952_2019","","haematopoietic_and_lymphoid_tissue","Chronic myelogenous leukemia, BCR-ABL1 positive","Cancer cell line",NA,"ACH-000321",""
"MOLP-2","Lymphoid","","MOLP-2","","","MOLP-2","","","","MOLP-2","MOLP-2","","","MOLP2","MOLP-2","","","","","","haematopoietic_and_lymphoid_tissue","","","Blood","","","haematopoietic_and_lymphoid_tissue","","","","","haematopoietic_and_lymphoid_tissue","","","","","","","","","","CVCL_2123","MOLP2_953_2019","","haematopoietic_and_lymphoid_tissue","Plasma cell myeloma","Cancer cell line",NA,"ACH-000453",""
"MOLP-8","Lymphoid","","MOLP-8","","","MOLP-8","","MOLP-8","","MOLP-8","MOLP-8","MOLP-8","","MOLP8","MOLP-8","MOLP-8","","","MOLP8","","haematopoietic_and_lymphoid_tissue","","","Blood","","Blood","haematopoietic_and_lymphoid_tissue","","","","","haematopoietic_and_lymphoid_tissue","Blood","haematopoietic_and_lymphoid_tissue","","","","","","","blood","CVCL_2124","MOLP8_954_2019","MOLP-8","haematopoietic_and_lymphoid_tissue","Plasma cell myeloma","Cancer cell line",NA,"ACH-000745",""
"MOLT-13","Lymphoid","MOLT-13","MOLT-13","","","","","MOLT-13","","MOLT-13","MOLT-13","MOLT-13","","MOLT13","","MOLT-13","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","Blood","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_1422","MOLT13_955_2019","MOLT-13","haematopoietic_and_lymphoid_tissue","Childhood T acute lymphoblastic leukemia","Cancer cell line",NA,"ACH-000795",""
"MOLT-16","Lymphoid","MOLT-16","MOLT-16","MOLT16","","","","MOLT-16","","MOLT-16","MOLT-16","MOLT-16","","MOLT16","","MOLT-16","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","","Blood","haematopoietic_and_lymphoid_tissue","blood","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_1424","MOLT16_956_2019","MOLT-16","haematopoietic_and_lymphoid_tissue","Childhood T acute lymphoblastic leukemia","Cancer cell line",NA,"ACH-000918",""
"MOLT-3","Lymphoid","","MOLT-3","","","","","","","MOLT-3","MOLT-3","","","MOLT3","","","","","","","","","","","","","","","","","haematopoietic_and_lymphoid_tissue","","","","","","","","","","","CVCL_0624","MOLT3_957_2019","","haematopoietic_and_lymphoid_tissue","Adult T acute lymphoblastic leukemia","Cancer cell line",NA,"ACH-000964",""
"MOLT-4","Lymphoid","MOLT-4","MOLT-4","MOLT4","","","","MOLT-4","MOLT-4","","","MOLT-4","","","","MOLT-4","MOLT-4///LE.MOLT.4","","MOLT4","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","","Blood","","blood","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","","","","","Leukemia","","blood","CVCL_0013","MOLT4_958_2019","MOLT-4","haematopoietic_and_lymphoid_tissue","Adult T acute lymphoblastic leukemia","Cancer cell line",NA,"ACH-001127",""
"MON","Other","","MON","","","","","","","","","","","","","","","MON_SOFT_TISSUE","","","soft_tissue","","","","","","","","","","","","","","","","","","","rhabdoid","","CVCL_M846","MON11712021_","","soft_tissue","","Cancer cell line",NA,"ACH-001128",""
"MOR","Lung","","","","","MOR","","","","","","","","","MOR","","","","","","","","","Lung","","","","","","","","","","","","","","","","","","CVCL_2618","MOR_961_2019","","lung","Lung adenocarcinoma","Cancer cell line",NA,"",""
"MOR/CPR","Lung","","MOR/CPR","","","","","","","MOR_CPR","MOR_CPR","","","MORCPR","","","","","","","lung","","","","","","lung","","","","","lung","","","MORCPR","lung","","","","","","CVCL_2620","MOR/CPR_962_2019","","lung","Lung adenocarcinoma","Cancer cell line",NA,"ACH-000851",""
"MOTN-1","Lymphoid","","MOTN-1","","","","","","","","","","","MOTN1","","","","","","","haematopoietic_and_lymphoid_tissue","","","","","","","","","","","haematopoietic_and_lymphoid_tissue","","","","","","","","","","CVCL_2127","MOTN1_963_2019","","haematopoietic_and_lymphoid_tissue","T-cell large granular lymphocyte leukemia","Cancer cell line",NA,"ACH-001130",""
"MP46","Eye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_4D13","MP4611752021_","","","","",NA,"ACH-002011",""
"MPP 89","Pleura","MPP-89","MPP 89","","","","","MPP-89","","MPP_89","MPP_89","MPP-89","","MPP89","","MPP-89","","MPP89_PLEURA","","pleura","pleura","","","","","Lung","pleura","lung","","","pleura","pleura","","pleura","MPP89","pleura","","","","mesothelioma","","CVCL_1427","MPP89_964_2019","MPP-89","pleura","Pleural epithelioid mesothelioma","Cancer cell line",NA,"ACH-000319",""
"MRK-nu-1","Breast","MRK-nu-1","","","","","","MRK-nu-1","MRK-nu-1","","","MRK-nu-1","","","","MRK-nu-1","","","","breast","","","","","","Breast","","breast","","","breast","","","breast","","","","","","","","CVCL_1428","MRKnu1_965_2019","MRK-nu-1","breast","Breast carcinoma","Cancer cell line","TRUE","ACH-002163",""
"MS-1 [Human Merkel cell carcinoma]","Skin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_E995","MS-1 [Human Merkel cell carcinoma]11782021_","","","","",NA,"ACH-001131",""
"MS-1 [Human lung carcinoma]","Lung","MS-1","","","","","","MS-1","MS-1","","","MS-1","","","","MS-1","","","","lung","","","","","","Lung","","","","","lung","","","lung","","","","","","","","CVCL_1429","MS1_966_2019","MS-1","lung","Small cell lung carcinoma","Cancer cell line","TRUE","ACH-001958",""
"MS751","Cervix","","","","","MS751","","MS751","MS751","","","MS751","","","MS751","MS751","","","","","","","","Cervix","","Cervix","","","","","cervix","","","cervix","","","","","","","","CVCL_4996","MS751_967_2019","MS751","cervix","Human papillomavirus-related cervical squamous cell carcinoma","Cancer cell line","TRUE","ACH-001360",""
"MSTO-211H","Pleura","MSTO-211H","MSTO-211H","","","","MSTO211H","MSTO-211H","","MSTO-211H","MSTO-211H","MSTO-211H","","MSTO211H","","MSTO-211H","","MSTO211H_PLEURA","","pleura","pleura","","","","PLEURA","pleura","pleura","lung","","","pleura","pleura","","pleura","","","","","","mesothelioma","","CVCL_1430","MSTO211H_968_2019","MSTO-211H","pleura","Pleural biphasic mesothelioma","Cancer cell line",NA,"ACH-000335",""
"MT-3 [Human contaminated breast cancer]","Bowel","","","MT3","MT3","MT-3","","","","","","","","","MT3","","","","MT3","","","breast","breast","Breast","","","","","","","","","","","","","","","","","breast","CVCL_2129","MT3_969_2019","","breast","Colon adenocarcinoma","Cancer cell line",NA,"",""
"MTA","Lymphoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_3032","MTA11832021_","","","","",NA,"ACH-001132",""
"MUG-Chor1","Bone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_9277","MUG-Chor111842021_","","","","",NA,"ACH-001956",""
"MUTZ-1","Lymphoid","MUTZ-1","","","","","","","","","","","","","","","","","","haematopoietic_and_lymphoid_tissue","","","","","","","","","","","haematopoietic_and_lymphoid_tissue","","","","","","","","","","","","MUTZ-111852021_","","haematopoietic_and_lymphoid_tissue","Epstein-Barr virus-related Burkitt lymphoma","",NA,"",""
"MUTZ-3","Lymphoid","","MUTZ-3","","","","","","","MUTZ-3","MUTZ-3","","","","","","","","","","haematopoietic_and_lymphoid_tissue","","","","","","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","","","","","","","","","","","CVCL_1433","MUTZ3_970_2019","","haematopoietic_and_lymphoid_tissue","Acute myeloid leukemia with inv(3) (q21.3","Cancer cell line",NA,"ACH-000084",""
"MUTZ-5","Lymphoid","","MUTZ-5","","","","","","","MUTZ-5","MUTZ-5","","","","","","","","","","haematopoietic_and_lymphoid_tissue","","","","","","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","","","","","","","","","","","CVCL_1873","MUTZ5_971_2019","","haematopoietic_and_lymphoid_tissue","B acute lymphoblastic leukemia","Cancer cell line",NA,"ACH-000492",""
"MUTZ-8","Myeloid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_2130","MUTZ-811882021_","","","","",NA,"ACH-001577",""
"MV-522","Bowel","","","MV522","","","","","","","","","","","","","","","","","","lung","","","","","","","","","","","","","","","","","","","","","MV-52211892021_","","lung","Colon adenocarcinoma","",NA,"",""
"MV4-11","Myeloid","MV-4-11","MV-4-11","MV411","","MV-4-11","","MV-4-11","","MV-4-11","MV-4-11","MV-4-11","","MV411","MV-4-11","MV-4-11","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","Blood","","Blood","haematopoietic_and_lymphoid_tissue","blood","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Blood","haematopoietic_and_lymphoid_tissue","","","MV411","blood","","","","CVCL_0064","MV411_972_2019","MV-4-11","haematopoietic_and_lymphoid_tissue","Childhood acute monocytic leukemia","Cancer cell line",NA,"ACH-000045",""
"MX-1","Breast","","","MX1","MX1","MX-1","","","","","","","mx1","","MX-1","","","","","","","breast","breast","Breast","","","","","MX1","breast","","","","","","","","","","","","CVCL_4774","MX1_973_2019","","breast","Breast carcinoma","Cancer cell line",NA,"ACH-002328",""
"MY-M12","Other","","","","","","","","MY-M12","","","MY-M12","","","","MY-M12","","","","","","","","","","","","","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_3035","MYM12_974_2019","MY-M12","haematopoietic_and_lymphoid_tissue","Acute biphenotypic leukemia","Cancer cell line",NA,"ACH-002276",""
"MYLA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MYLA11932021_","","","","",NA,"ACH-001134",""
"MZ-1-EBV-B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_VU73","MZ-1-EBV-B11942021_","","","","",NA,"ACH-002360",""
"MZ-7-EBV-B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_VU72","MZ-7-EBV-B11952021_","","","","",NA,"ACH-002361",""
"MZ-MEL-2","Skin","MZ2-MEL","","","","","","MZ2-MEL","MZ2-MEL","","","MZ2-MEL","","","","MZ2-MEL","","","","skin","","","","","","Skin","","skin","","","skin","","","skin","","","","","","","","CVCL_1435","MZ2MEL_976_2019","MZ2-MEL","skin","Melanoma","Cancer cell line",NA,"ACH-002165",""
"MZ-MEL-7","Skin","MZ7-mel","","","","","","MZ7-mel","MZ7-mel","","","MZ7-mel","","","","MZ7-mel","","","","skin","","","","","","Skin","","skin","","","skin","","","skin","","","","","","","","CVCL_1436","MZ7mel_977_2019","MZ7-mel","skin","Melanoma","Cancer cell line","TRUE","ACH-002166",""
"MZ-PC-1","Pancreas","MZ1-PC","","","","","","MZ1-PC","MZ1-PC","","","MZ1-PC","","","","MZ1-PC","","","","pancreas","","","","","","Pancreas","","pancreas","","","pancreas","","","pancreas","","","","","","","","CVCL_1434","MZ1PC_975_2019","MZ1-PC","pancreas","Pancreatic ductal adenocarcinoma","Cancer cell line","TRUE","ACH-002164",""
"Mac-2A","Lymphoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_H637","Mac-2A11992021_","","","","",NA,"ACH-001119",""
"Malme-3M","Skin","Malme-3M","Malme-3M","MALME3M","","","","","","Malme-3M","Malme-3M","","","MALME3M","Malme-3M","","MALME-3M///ME.MALME.3M","MALME3M_SKIN","MALME3M","haematopoietic_and_lymphoid_tissue","skin","skin","","","","","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","skin","Skin","","","","","","Melanoma","skin","skin","CVCL_1438","Malme3M_882_2019","","haematopoietic_and_lymphoid_tissue","Melanoma","Cancer cell line","TRUE","ACH-000477",""
"Mar Bel","Skin","","","","","","","","","","","","","","","","Mar-Bel","","","","","","","","","","","","","","","","","","","","","","Fibroblast","","","CVCL_G291","Mar Bel12012021_","","","","Finite cell line",NA,"",""
