GDSC.sampleid	GDSC.Sample_Name	CCLE.sampleid	GDSC.BROAD_ID	GDSC.RRID	CMP.model_id	CMP.sampleid	GDSC.COSMIC_ID	GDSC.Whole_Exome_Sequencing_(WES)	GDSC.Copy_Number_Alterations_(CNA)	GDSC.Gene_Expression	GDSC.Methylation	GDSC.DrugResponse	GDSC.Tissue_descriptor_1	GDSC.Tissuedescriptor_2	GDSC.Cancer_Type(matching_TCGA_label)	GDSC.Microsatellite_instability_Status_(MSI)	GDSC.Screen_Medium	GDSC.Growth_Properties	GDSC.tissue	GDSC.cancer_type	GDSC.cancer_type_ncit_id	GDSC.sample_site	GDSC.gender	GDSC.ethnicity	GDSC.age_at_sampling
CA46	CA46	CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000440	CVCL_1101	SIDM00907	SIDS00093	910703	Y	Y	Y	Y	Y	lymphoma	Burkitt_lymphoma	NA	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Burkitt's Lymphoma	C2912	Unknown	Male	Unknown	NA
AU565	AU565	AU565_BREAST	ACH-000248	CVCL_1074	SIDM00898	SIDS00080	910704	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	R	Adherent	Breast	Breast Carcinoma	C5214	Pleural Effusion	Female	White	43
BALL-1	BALL-1	BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002211	CVCL_1075	SIDM00287	SIDS00652	910705	Y	Y	Y	Y	Y	leukemia	B_cell_leukemia	NA	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Lymphoblastic Leukemia	C9143	Unknown	Male	Unknown	NA
BL-41	BL-41	BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000245	CVCL_1087	SIDM00985	SIDS00460	910706	Y	Y	Y	Y	Y	lymphoma	Burkitt_lymphoma	NA	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Burkitt's Lymphoma	C2912	Unknown	Male	White	8
BV-173	BV-173	BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000432	CVCL_0181	SIDM00962	SIDS00464	910710	Y	Y	Y	Y	Y	leukemia	chronic_myeloid_leukaemia	LCML	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Chronic Myelogenous Leukemia	C3174	Peripheral Blood	Male	Unknown	45
IA-LM	IA-LM	IALM_LUNG	ACH-000672	CVCL_1302	SIDM00306	SIDS00672	910779	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_large cell	NA	MSS/MSI-L	D/F12	Adherent	Lung	Non-Small Cell Lung Carcinoma	C4450	Skin	Male	East Asian	68
TGW	TGW	TGW_AUTONOMIC_GANGLIA	ACH-001674	CVCL_1771	SIDM00324	SIDS01079	910780	Y	Y	Y	Y	Y	neuroblastoma	neuroblastoma	NB	MSS/MSI-L	D/F12	Adherent	Peripheral Nervous System	Neuroblastoma	C4827	Adrenal Gland	Unknown	Unknown	NA
AN3-CA	AN3-CA	AN3CA_ENDOMETRIUM	ACH-000940	CVCL_0028	SIDM00901	SIDS00077	910781	Y	Y	Y	Y	Y	urogenital_system	endometrium	UCEC	MSI-H	D/F12	Adherent	Endometrium	Endometrial Carcinoma	C7359	Endometrium	Female	White	55
A204	A204	A204_SOFT_TISSUE	ACH-000201	CVCL_1058	SIDM00798	SIDS00066	910784	Y	Y	Y	Y	Y	soft_tissue	rhabdomyosarcoma	NA	MSS/MSI-L	R	Adherent	Soft Tissue	Rhabdomyosarcoma	C8971	Muscle	Female	Unknown	1
NY	NY	NY_BONE	ACH-002178	CVCL_1613	SIDM00569	SIDS01028	910849	Y	Y	Y	Y	Y	bone	osteosarcoma	NA	MSS/MSI-L	D/F12	Adherent	Bone	Osteosarcoma	C9145	Femur	Unknown	Unknown	NA
C3A	C3A	C3A_LIVER	ACH-001021	CVCL_1098	SIDM01237	SIDS00090	910850	Y	Y	Y	Y	Y	digestive_system	liver	LIHC	MSS/MSI-L	D/F12	Adherent	Liver	Hepatocellular Carcinoma	C3728	Unknown	Male	White	15
A427	A427	A427_LUNG	ACH-000757	CVCL_1055	SIDM00810	SIDS00071	910851	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_not specified	UNABLE TO CLASSIFY	MSS/MSI-L	D/F12	Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Lung	Male	White	52
CAL-85-1	CAL-85-1	CAL851_BREAST	ACH-000857	CVCL_1114	SIDM00928	SIDS00479	910852	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	D/F12	Adherent	Breast	Breast Carcinoma	C4872	Unknown	Female	Unknown	35
CHL-1	CHL-1	CHL1_SKIN	ACH-001024	CVCL_1122	SIDM01228	SIDS00102	910853	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	D/F12	Adherent	Skin	Melanoma	C3224	Unknown	Female	Unknown	NA
RL	RL	RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000371	CVCL_1660	SIDM01089	SIDS00345	910861	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C8851	Ascites	Male	White	52
NCI-H146	NCI-H146	NCIH146_LUNG	ACH-000506	CVCL_1473	SIDM00698	SIDS00227	910899	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	R	Suspension	Lung	Small Cell Lung Carcinoma	C4917	Bone marrow	Male	White	59
NCI-H1651	NCI-H1651	NCIH1651_LUNG	ACH-000893	CVCL_1484	SIDM00744	SIDS00235	910900	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	D/F12	Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Lung	Male	Unknown	71
RPMI-7951	RPMI-7951	RPMI7951_SKIN	ACH-000348	CVCL_1666	SIDM01087	SIDS00347	910903	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	D/F12	Adherent	Skin	Melanoma	C3224	Lymph node	Female	White	18
SCC-4	SCC-4	SCC4_UPPER_AERODIGESTIVE_TRACT	ACH-000238	CVCL_1684	SIDM01081	SIDS00353	910904	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	D/F12	Adherent	Head and Neck	Oral Cavity Carcinoma	C4648	Tongue	Male	Unknown	55
SNU-C1	SNU-C1	SNUC1_LARGE_INTESTINE	ACH-000722	CVCL_1708	SIDM01197	SIDS00383	910905	Y	Y	Y	Y	Y	large_intestine	large_intestine	COAD/READ	MSS/MSI-L	R	Suspension	Large Intestine	Colorectal Carcinoma	C4349	Peritoneum	Male	East Asian	71
ST486	ST486	ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000567	CVCL_1712	SIDM01198	SIDS00384	910906	Y	Y	Y	Y	Y	lymphoma	Burkitt_lymphoma	NA	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Burkitt's Lymphoma	C2912	Ascites	Female	Unknown	0
SW1990	SW1990	SW1990_PANCREAS	ACH-000155	CVCL_1723	SIDM01165	SIDS00394	910907	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	D/F12	Adherent	Pancreas	Pancreatic Carcinoma	C8294	Spleen	Male	White	56
UACC-812	UACC-812	UACC812_BREAST	ACH-000568	CVCL_1781	SIDM01187	SIDS00418	910910	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	D/F12	Adherent	Breast	Breast Carcinoma	C4194	Mammary gland	Female	Unknown	43
SCC-15	SCC-15	SCC15_UPPER_AERODIGESTIVE_TRACT	ACH-000254	CVCL_1681	SIDM01083	SIDS00351	910911	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	D/F12	Adherent	Head and Neck	Oral Cavity Carcinoma	C4648	Tongue	Male	Unknown	55
CAPAN-2	Capan-2	NA	NA	NA	NA	NA	910915	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	R	Adherent	NA	NA	NA	NA	NA	NA	NA
CAL-27	CAL-27	CAL27_UPPER_AERODIGESTIVE_TRACT	ACH-000832	CVCL_1107	SIDM00937	SIDS00470	910916	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	D/F12	Adherent	Head and Neck	Oral Cavity Carcinoma	C4648	Tongue	Male	Unknown	56
BC-3	BC-3	BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002215	CVCL_1080	SIDM00895	SIDS00083	910918	Y	Y	N	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C6915	Pleural Effusion	Male	White	85
BC-1	BC-1	BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002214	CVCL_1079	SIDM00896	SIDS00082	910919	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C6915	Peritoneal Cavity	Male	Unknown	46
A704	A704	A704_KIDNEY	ACH-000429	CVCL_1065	SIDM00849	SIDS00073	910920	Y	Y	Y	Y	Y	kidney	kidney	KIRC	MSS/MSI-L	D/F12	Adherent	Kidney	Kidney Carcinoma	C9385	Unknown	Male	Unknown	NA
A101D	A101D	A101D_SKIN	ACH-000008	CVCL_1057	SIDM00801	SIDS00063	910921	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	D/F12	Adherent	Skin	Melanoma	C3224	Skin	Male	White	56
769-P	769-P	769P_KIDNEY	ACH-000411	CVCL_1050	SIDM00803	SIDS00061	910922	Y	Y	Y	Y	Y	kidney	kidney	KIRC	MSS/MSI-L	R	Adherent	Kidney	Kidney Carcinoma	C4033	Kidney	Female	White	63
23132-87	23132-87	2313287_STOMACH	ACH-000948	CVCL_1046	SIDM00980	SIDS00443	910924	Y	Y	Y	Y	Y	digestive_system	stomach	STAD	MSI-H	R	Adherent	Stomach	Gastric Carcinoma	C4004	Unknown	Male	Unknown	72
A431	A431	A431_SKIN	ACH-001328	CVCL_0037	SIDM00995	SIDS00450	910925	Y	Y	Y	Y	Y	skin	skin_other	NA	MSS/MSI-L	D/F12	Adherent	Skin	Other Solid Cancers	C4819	Unknown	Female	Unknown	85
BFTC-905	BFTC-905	BFTC905_URINARY_TRACT	ACH-000802	CVCL_1083	SIDM00989	SIDS00456	910926	Y	Y	Y	Y	Y	urogenital_system	Bladder	BLCA	MSS/MSI-L	D/F12	Adherent	Bladder	Bladder Carcinoma	C4912	Unknown	Female	East Asian	51
CAL-51	CAL-51	CAL51_BREAST	ACH-000856	CVCL_1110	SIDM00933	SIDS00474	910927	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	D/F12	Adherent	Breast	Breast Carcinoma	C4872	Pleural Effusion	Female	Unknown	45
SCC-3	SCC-3	SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-001642	CVCL_1683	SIDM00384	SIDS01057	910930	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C3457	Pleural effusion	Female	Unknown	20
RERF-LC-MS	RERF-LC-MS	RERFLCMS_LUNG	ACH-000062	CVCL_1655	SIDM00355	SIDS01047	910931	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	D/F12	Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Unknown	Unknown	East Asian	NA
GAK	GAK	GAK_SKIN	ACH-002120	CVCL_1225	SIDM00543	SIDS00957	910932	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	D/F12	Adherent	Skin	Melanoma	C40329	Inguinal lymph node	Female	East Asian	86
AM-38	AM-38	AM38_CENTRAL_NERVOUS_SYSTEM	ACH-000269	CVCL_1070	SIDM00492	SIDS00949	910933	Y	Y	Y	Y	Y	nervous_system	glioma	GBM	MSS/MSI-L	D/F12	Semi-Adherent	Central Nervous System	Glioblastoma	C3058	Unknown	Male	Unknown	36
A4-FUK	A4-Fuk	A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000157	CVCL_1064	SIDM00502	SIDS00947	910934	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Lymphoblastic Leukemia	C9143	Ascites	Female	East Asian	52
A3-KAW	A3-KAW	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000697	CVCL_1062	SIDM00495	SIDS00946	910935	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C8851	Ascites	Female	East Asian	68
DOK	DOK	DOK_UPPER_AERODIGESTIVE_TRACT	ACH-002234	CVCL_1180	SIDM00540	SIDS00902	910936	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	D/F12	Adherent	Head and Neck	Oral Cavity Carcinoma	C129863	Tongue	Male	White	57
COR-L279	COR-L279	CORL279_LUNG	ACH-000257	CVCL_1140	SIDM00511	SIDS00892	910937	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	R	Suspension	Lung	Small Cell Lung Carcinoma	C4917	Lymph node	Male	Unknown	63
CHP-134	CHP-134	CHP134_AUTONOMIC_GANGLIA	ACH-001338	CVCL_1124	SIDM00285	SIDS00654	910941	Y	Y	Y	Y	Y	neuroblastoma	neuroblastoma	NB	MSS/MSI-L	R	Suspension	Peripheral Nervous System	Neuroblastoma	C3270	Adrenal Gland	Male	Unknown	1.08
NEC8	NEC8	NEC8_TESTIS	ACH-002288	CVCL_1604	SIDM00243	SIDS00695	910942	Y	Y	Y	Y	Y	urogenital_system	testis	NA	MSS/MSI-L	R	Adherent	Testis	Other Solid Cancers	C6341	Unknown	Male	East Asian	24
CAS-1	CAS-1	CAS1_CENTRAL_NERVOUS_SYSTEM	ACH-000464	CVCL_1117	SIDM00212	SIDS00592	910943	Y	Y	Y	Y	Y	nervous_system	glioma	GBM	MSS/MSI-L	D/F12	Adherent	Central Nervous System	Glioblastoma	C3058	Unknown	Male	Unknown	63
ALL-PO	ALL-PO	ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002209	CVCL_1069	SIDM00211	SIDS00591	910944	Y	Y	Y	Y	Y	leukemia	lymphoblastic_leukemia	ALL	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Lymphoblastic Leukemia	C9140	Unknown	Female	Unknown	0.33
OCI-AML2	OCI-AML2	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000113	CVCL_1619	SIDM00446	SIDS01130	910947	Y	Y	Y	Y	Y	leukemia	acute_myeloid_leukaemia	LAML	MSS/MSI-L	D/F12	Suspension	Haematopoietic and Lymphoid	Acute Myeloid Leukemia	C9154	Peripheral blood	Male	Unknown	65
MFM-223	MFM-223	MFM223_BREAST	ACH-001819	CVCL_1408	SIDM00332	SIDS01109	910948	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	D/F12	Adherent	Breast	Breast Carcinoma	C4872	Pleural effusion	Female	Unknown	NA
CML-T1	CML-T1	CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000920	CVCL_1126	SIDM00958	SIDS00486	910951	Y	Y	Y	Y	Y	leukemia	chronic_myeloid_leukaemia	LCML	MSS/MSI-L	D/F12	Suspension	Haematopoietic and Lymphoid	Chronic Myelogenous Leukemia	C3174	Peripheral Blood	Female	Unknown	36
CAL-54	CAL-54	CAL54_KIDNEY	ACH-000457	CVCL_1111	SIDM00932	SIDS00475	910952	Y	Y	Y	Y	Y	kidney	kidney	KIRC	MSS/MSI-L	D/F12	Adherent	Kidney	Kidney Carcinoma	C9385	Pleural Effusion	Male	Unknown	75
EFO-21	EFO-21	EFO21_OVARY	ACH-000308	CVCL_0029	SIDM01052	SIDS00503	911905	Y	Y	Y	Y	Y	urogenital_system	ovary	OV	MSS/MSI-L	R	Adherent	Ovary	Ovarian Carcinoma	C7978	Ascites	Female	White	56
LS-1034	LS-1034	NA	NA	NA	NA	NA	917486	Y	Y	Y	Y	Y	large_intestine	large_intestine	COAD/READ	MSS/MSI-L	R	Adherent	NA	NA	NA	NA	NA	NA	NA
22RV1	22RV1	22RV1_PROSTATE	ACH-000956	CVCL_1045	SIDM00499	SIDS00942	924100	Y	Y	Y	Y	Y	urogenital_system	prostate	PRAD	MSI-H	R	Adherent	Prostate	Prostate Carcinoma	C4863	Prostate	Male	Unknown	NA
8505C	8505C	8505C_THYROID	ACH-001307	CVCL_1054	SIDM00996	SIDS00449	924102	Y	Y	Y	Y	Y	thyroid	thyroid	THCA	MSS/MSI-L	R	Adherent	Thyroid	Thyroid Gland Carcinoma	C3878	Thyroid	Female	Unknown	78
BCPAP	BCPAP	NA	NA	NA	NA	NA	924104	Y	Y	Y	Y	Y	thyroid	thyroid	THCA	MSS/MSI-L	R	Adherent	NA	NA	NA	NA	NA	NA	NA
BPH-1	BPH-1	BPH1_PROSTATE	ACH-001453	CVCL_1091	SIDM00964	SIDS00462	924105	Y	Y	Y	Y	Y	urogenital_system	prostate	NA	MSS/MSI-L	R	Adherent	Prostate	Non-Cancerous	C2897	Prostate	Male	Unknown	68
CAL-148	CAL-148	CAL148_BREAST	ACH-000902	CVCL_1106	SIDM00938	SIDS00469	924106	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	D/F12	Suspension	Breast	Breast Carcinoma	C4872	Pleural Effusion	Female	Unknown	58
CAL-39	CAL-39	CAL39_VULVA	ACH-002091	CVCL_1109	SIDM00935	SIDS00473	924107	Y	Y	Y	Y	Y	urogenital_system	cervix	CESC	MSS/MSI-L	D/F12	Adherent	Vulva	Other Solid Cancers	C4052	Vulva	Female	Unknown	76
CAR-1	CaR-1	CAR1_LARGE_INTESTINE	ACH-002345	CVCL_1116	SIDM00488	SIDS00953	924108	Y	Y	Y	Y	Y	large_intestine	large_intestine	COAD/READ	MSS/MSI-L	D/F12	Adherent	Large Intestine	Colorectal Carcinoma	C9383	Rectum	Unknown	Unknown	NA
HDLM-2	HDLM-2	HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000267	CVCL_0009	SIDM01064	SIDS00529	924110	Y	Y	Y	Y	Y	lymphoma	Hodgkin_lymphoma	NA	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Hodgkin's Lymphoma	C9357	Pleural effusion	Male	Unknown	74
HO-1-N-1	HO-1-N-1	HO1N1_UPPER_AERODIGESTIVE_TRACT	ACH-002244	CVCL_1284	SIDM00592	SIDS00966	924111	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	D/F12	Adherent	Head and Neck	Oral Cavity Carcinoma	C4833	Buccal mucosa	Unknown	Unknown	NA
HTC-C3	HTC-C3	HTCC3_THYROID	ACH-001350	CVCL_1295	SIDM00496	SIDS00945	924151	Y	Y	Y	Y	Y	thyroid	thyroid	THCA	MSS/MSI-L	D/F12	Adherent	Thyroid	Thyroid Gland Carcinoma	C3878	Pleural Fluid	Female	East Asian	44
KGN	KGN	KGN_OVARY	ACH-002149	CVCL_0375	SIDM00302	SIDS00676	924186	Y	Y	Y	Y	Y	urogenital_system	ovary	NA	MSS/MSI-L	D/F12	Adherent	Ovary	Other Solid Cancers	C6261	Peritoneum	Female	Unknown	69
KLE	KLE	KLE_ENDOMETRIUM	ACH-000293	CVCL_1329	SIDM00686	SIDS00179	924187	Y	Y	Y	Y	Y	urogenital_system	endometrium	UCEC	MSS/MSI-L	D/F12	Adherent	Endometrium	Endometrial Carcinoma	C7359	Endometrium	Female	White	64
KNS-81-FD	KNS-81-FD	KNS81FD_CENTRAL_NERVOUS_SYSTEM	ACH-002259	CVCL_1336	SIDM01210	SIDS00992	924188	Y	Y	Y	Y	Y	nervous_system	glioma	LGG	MSS/MSI-L	D/F12	Adherent	Central Nervous System	Glioblastoma	C3058	Unknown	Male	Unknown	65
KP-N-RT-BM-1	KP-N-RT-BM-1	KPNRTBM1_AUTONOMIC_GANGLIA	ACH-000345	CVCL_1339	SIDM00557	SIDS01001	924189	Y	Y	N	Y	Y	neuroblastoma	neuroblastoma	NB	MSS/MSI-L	R	Semi-Adherent	Peripheral Nervous System	Neuroblastoma	C3270	Bone marrow	Unknown	Unknown	NA
K5	K5	K5_THYROID	ACH-002148	CVCL_1322	SIDM00056	SIDS00745	924238	Y	Y	Y	Y	Y	thyroid	thyroid	THCA	MSS/MSI-L	D/F12	Adherent	Thyroid	Thyroid Gland Carcinoma	C8054	Unknown	Unknown	Unknown	NA
L-363	L-363	L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000183	CVCL_1357	SIDM00312	SIDS01091	924239	Y	Y	Y	Y	Y	myeloma	myeloma	MM	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Plasma Cell Myeloma	C3242	Peripheral blood	Female	Unknown	36
MDA-MB-415	MDA-MB-415	MDAMB415_BREAST	ACH-000876	CVCL_0621	SIDM00630	SIDS00197	924240	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	D/F12	Adherent	Breast	Breast Carcinoma	C5214	Pleural effusion	Female	White	38
NCI-H250	NCI-H250	NCIH250_LUNG	ACH-002171	CVCL_1554	SIDM00721	SIDS00296	924241	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	R	Suspension	Lung	Small Cell Lung Carcinoma	C4917	Unknown	Male	Black	34
NCI-H1975	NCI-H1975	NCIH1975_LUNG	ACH-000587	CVCL_1511	SIDM00759	SIDS00258	924244	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	R	Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Unknown	Female	Unknown	NA
SW954	SW954	SW954_VULVA	ACH-001400	CVCL_1732	SIDM01157	SIDS00402	924247	Y	Y	Y	Y	Y	urogenital_system	urogenital_system_other	NA	MSS/MSI-L	D/F12	Adherent	Vulva	Other Solid Cancers	C4052	Vulva	Female	White	86
TE-441-T	TE-441-T	TE441T_SOFT_TISSUE	ACH-000772	CVCL_1754	SIDM01173	SIDS00409	924248	Y	Y	Y	Y	Y	soft_tissue	rhabdomyosarcoma	NA	MSS/MSI-L	D/F12	Adherent	Soft Tissue	Rhabdomyosarcoma	C3359	Connective tissue	Female	Black	14
MKN7	MKN7	MKN7_STOMACH	ACH-000678	CVCL_1417	SIDM00560	SIDS01014	924250	Y	Y	Y	Y	Y	digestive_system	stomach	STAD	MSS/MSI-L	R	Adherent	Stomach	Gastric Carcinoma	C5473	Stomach	Unknown	Unknown	NA
MDA-MB-157	MDA-MB-157	MDAMB157_BREAST	ACH-000621	CVCL_0618	SIDM00529	SIDS00912	925338	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	D/F12	Adherent	Breast	Breast Carcinoma	C4872	Pleural effusion	Female	Black	44
MMAC-SF	MMAC-SF	NA	NA	NA	NA	NA	925339	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	D/F12	Adherent	NA	NA	NA	NA	NA	NA	NA
MKN45	MKN45	MKN45_STOMACH	ACH-000356	CVCL_0434	SIDM00247	SIDS00691	925340	Y	Y	Y	Y	Y	digestive_system	stomach	STAD	MSS/MSI-L	R	Adherent	Stomach	Gastric Carcinoma	C4004	liver	Female	East Asian	62
NCI-H810	NCI-H810	NCIH810_LUNG	ACH-000789	CVCL_1590	SIDM01116	SIDS00318	925341	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_large cell	NA	MSS/MSI-L	D/F12	Adherent	Lung	Non-Small Cell Lung Carcinoma	C4450	Unknown	Male	Black	51
MFH-INO	MFH-ino	MFHINO_SOFT_TISSUE	ACH-002271	CVCL_1407	SIDM00299	SIDS00687	925343	Y	Y	Y	Y	Y	soft_tissue	soft_tissue_other	NA	MSS/MSI-L	D/F12	Adherent	Soft Tissue	Other Sarcomas	C4247	Unknown	Female	East Asian	NA
NOS-1	NOS-1	NOS1_BONE	ACH-002067	CVCL_1610	SIDM00242	SIDS00696	925345	Y	Y	Y	Y	Y	bone	osteosarcoma	NA	MSS/MSI-L	R	Adherent	Bone	Osteosarcoma	C9145	Unknown	Male	East Asian	16
PANC-03-27	PANC-03-27	PANC0327_PANCREAS	ACH-000139	CVCL_1635	SIDM01138	SIDS00334	925346	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	R	Adherent	Pancreas	Pancreatic Carcinoma	C8294	Pancreas	Female	White	65
PANC-08-13	PANC-08-13	PANC0813_PANCREAS	ACH-000417	CVCL_1638	SIDM01136	SIDS00336	925347	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	R	Adherent	Pancreas	Pancreatic Carcinoma	C9120	Pancreas	Male	White	85
PANC-10-05	PANC-10-05	PANC1005_PANCREAS	ACH-000060	CVCL_1639	SIDM01135	SIDS00337	925348	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	R	Adherent	Pancreas	Pancreatic Carcinoma	C9120	Pancreas	Male	White	NA
RERF-LC-FM	RERF-LC-FM	RERFLCFM_LUNG	ACH-002193	CVCL_1653	SIDM00357	SIDS01045	930081	Y	Y	N	Y	N	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	R	Suspension	Lung	Small Cell Lung Carcinoma	C4917	Unknown	Unknown	East Asian	NA
RL95-2	RL95-2	RL952_ENDOMETRIUM	ACH-000965	CVCL_0505	SIDM01088	SIDS00346	930082	Y	Y	Y	N	Y	urogenital_system	endometrium	NA	MSI-H	D/F12	Adherent	Endometrium	Endometrial Carcinoma	C114656	Endometrium	Female	White	65
RO82-W-1	RO82-W-1	RO82W1_THYROID	ACH-001384	CVCL_0582	SIDM00218	SIDS00605	930083	Y	Y	Y	Y	Y	thyroid	thyroid	THCA	MSS/MSI-L	D/F12	Adherent	Thyroid	Thyroid Gland Carcinoma	C8054	Unknown	Unknown	Unknown	NA
SIHA	SiHa	SIHA_CERVIX	ACH-000556	CVCL_0032	SIDM01093	SIDS00357	930297	Y	Y	Y	Y	Y	urogenital_system	cervix	CESC	MSS/MSI-L	D/F12	Adherent	Cervix	Cervical Carcinoma	C27676	Cervix	Female	Unknown	55
SKG-IIIA	SKG-IIIa	SKGIIIA_CERVIX	ACH-002020	CVCL_1704	SIDM00381	SIDS01060	930298	Y	Y	Y	Y	Y	urogenital_system	cervix	CESC	MSS/MSI-L	D/F12	Adherent	Cervix	Cervical Carcinoma	C27676	Uterine cervix	Female	East Asian	NA
TT	TT	TT_THYROID	ACH-001321	CVCL_1774	SIDM00484	SIDS00938	930299	Y	Y	Y	Y	Y	thyroid	thyroid	THCA	MSS/MSI-L	D/F12	Adherent	Thyroid	Thyroid Gland Carcinoma	C46099	Thyroid	Female	White	77
