unichem.ChEMBL	pubchem.CID	CCLE.treatmentid	CTRP.treatmentid	GDSC.treatmentid	gCSI.treatmentid	pubchem.MolecularFormula	pubchem.MolecularWeight	pubchem.InChIKey	pubchem.Title	unichem.ChEBI	unichem.FDA_SRS	unichem.LINCS	unichem.rxnorm	unichem.clinicaltrials	unichem.DrugBank	unichem.NIH_Clinical_Collection	unichem.PharmGKB	chembl.action_type	chembl.disease_efficacy	chembl.max_phase	chembl.mec_id	chembl.mechanism_of_action	chembl.target_chembl_id	chembl.site_id	chembl.parent_molecule_chembl_id
CHEMBL3604794	118704762			LJI308		C21H18F2N2O2	368.4	YUYJEQHNWKQNBT-UHFFFAOYSA-N	Lji308	""	""	""	""	""	""	""	""								
CHEMBL339133	3025944		lomeguatrib			C10H8BrN5OS	326.17	JUJPKFNFCWJBCX-UHFFFAOYSA-N	Lomeguatrib	""	S79265T71M	LSM-45635	""	""	""	""	""								
CHEMBL503	53232		lovastatin			C24H36O5	404.5	PCZOHLXUXFIOCF-BXMDZJJMSA-N	Lovastatin	40303	9LHU78OQFD	LSM-2189	MEVACOR,ALTOPREV,LOVASTATIN	MK-803,LOVASTATIN,MEVACOR,ALTOPREV	DB00227	SAM002589963	PA450272	INHIBITOR	1	4	1052	HMG-CoA reductase inhibitor	CHEMBL402		CHEMBL503
CHEMBL2012582	46843906		LRRK2-IN-1			C31H38N8O3	570.7	IWMCPJZTADUIFX-UHFFFAOYSA-N	Lrrk2-IN-1	78413	""	LSM-1086	""	""	""	""	""								
CHEMBL252164	135539077			Luminespib		C26H31N3O5	465.5	NDAZATDQFDPQBD-UHFFFAOYSA-N	Luminespib	83656	C6V1DAR5EB	LSM-1162	""	NVP-AUY-922	""	""	""	INHIBITOR	1	2	8719	Heat shock protein HSP90 inhibitor	CHEMBL2095165		CHEMBL252164
CHEMBL3392635	9803433		MK-0752			C21H21ClF2O4S	442.9	XCGJIFAKUZNNOR-UHFFFAOYSA-N	MK-0752	""	""	""	""	""	""	""	""								
CHEMBL1079175	24964624		MK-2206	MK-2206	MK-2206	C25H21N5O	407.5	ULDXWLCXEDXJGE-UHFFFAOYSA-N	MK-2206	67271	51HZG6MP1K	LSM-1057	""	MK-2206,MK2206	DB16828	""	""	INHIBITOR	1	2	4765	Serine/threonine-protein kinase AKT inhibitor	CHEMBL2111353		CHEMBL1079175
CHEMBL285848	6438330		manumycin A			C31H38N2O7	550.6	TWWQHCKLTXDWBD-MVTGTTCWSA-N	Manumycin A	29623	OIQ298X4XD	""	""	""	""	""	""								
CHEMBL3393621	24797083		marinopyrrole A			C22H12Cl4N2O4	510.1	QYPJBTMRYKRTFG-UHFFFAOYSA-N	Marinopyrrole A	66678	""	""	""	""	""	""	""								
CHEMBL1908391	10074640		masitinib	Masitinib		C28H30N6OS	498.6	WJEOLQLKVOPQFV-UHFFFAOYSA-N	Masitinib	63450	M59NC4E26P	LSM-1130	""	KINAVET,MASITINIB	DB11526	""	""	INHIBITOR	1	4	5241	Fibroblast growth factor receptor 3 inhibitor	CHEMBL2742		CHEMBL1908391
CHEMBL1908391	10074640		masitinib	Masitinib		C28H30N6OS	498.6	WJEOLQLKVOPQFV-UHFFFAOYSA-N	Masitinib	63450	M59NC4E26P	LSM-1130	""	KINAVET,MASITINIB	DB11526	""	""	INHIBITOR	1	4	5242	Stem cell growth factor receptor inhibitor	CHEMBL1936		CHEMBL1908391
CHEMBL1908391	10074640		masitinib	Masitinib		C28H30N6OS	498.6	WJEOLQLKVOPQFV-UHFFFAOYSA-N	Masitinib	63450	M59NC4E26P	LSM-1130	""	KINAVET,MASITINIB	DB11526	""	""	INHIBITOR	1	4	5243	Platelet-derived growth factor receptor inhibitor	CHEMBL2095189		CHEMBL1908391
CHEMBL261641	9549297		SU11274	SU11274		C28H30ClN5O4S	568.1	FPYJSJDOHRDAMT-KQWNVCNZSA-N	Met Kinase Inhibitor	190974	""	LSM-42792	""	""	""	""	""								
CHEMBL34259	126941		methotrexate	Methotrexate	Methotrexate	C20H22N8O5	454.4	FBOZXECLQNJBKD-ZDUSSCGKSA-N	Methotrexate	44185	YL5FZ2Y5U1	LSM-5690	METHOTREXATE SODIUM,REDITREX,METHOTREXATE,XATMEP,TREXALL,RASUVO,OTREXUP	FOLEX,CL 14377,RASUVO,XATMEP,CL-14377,NSC-740,MEXATE,ABITREXATE,TREXALL,ADX-2191,METHOTREXATE SODIUM,METHOTREXATE	DB00563	""	PA450428	INHIBITOR	1	4	2256	Dihydrofolate reductase inhibitor	CHEMBL202		CHEMBL34259
CHEMBL3347630	53392493		methylstat			C28H31N3O6	505.6	MUJOCHRZXRZONW-FOCLMDBBSA-N	Methylstat	""	""	LSM-43292	""	""	""	""	""								
CHEMBL608533	9829523			Midostaurin		C35H30N4O4	570.6	BMGQWWVMWDBQGC-IIFHNQTCSA-N	Midostaurin	63452	ID912S5VON	LSM-2287	MIDOSTAURIN,RYDAPT	PKC 412,RYDAPT,MIDOSTAURIN,CGP-41251,CGP 41251,PKC-412	DB06595	""	""	INHIBITOR	1	4	5314	Tyrosine-protein kinase receptor FLT3 inhibitor	CHEMBL1974		CHEMBL608533
CHEMBL608533	9829523			Midostaurin		C35H30N4O4	570.6	BMGQWWVMWDBQGC-IIFHNQTCSA-N	Midostaurin	63452	ID912S5VON	LSM-2287	MIDOSTAURIN,RYDAPT	PKC 412,RYDAPT,MIDOSTAURIN,CGP-41251,CGP 41251,PKC-412	DB06595	""	""	INHIBITOR	1	4	5315	Stem cell growth factor receptor inhibitor	CHEMBL1936		CHEMBL608533
CHEMBL608533	9829523			Midostaurin		C35H30N4O4	570.6	BMGQWWVMWDBQGC-IIFHNQTCSA-N	Midostaurin	63452	ID912S5VON	LSM-2287	MIDOSTAURIN,RYDAPT	PKC 412,RYDAPT,MIDOSTAURIN,CGP-41251,CGP 41251,PKC-412	DB06595	""	""	INHIBITOR	1	4	5316	Platelet-derived growth factor receptor inhibitor	CHEMBL2095189		CHEMBL608533
CHEMBL608533	9829523			Midostaurin		C35H30N4O4	570.6	BMGQWWVMWDBQGC-IIFHNQTCSA-N	Midostaurin	63452	ID912S5VON	LSM-2287	MIDOSTAURIN,RYDAPT	PKC 412,RYDAPT,MIDOSTAURIN,CGP-41251,CGP 41251,PKC-412	DB06595	""	""	INHIBITOR	1	4	5317	Protein kinase C (PKC) inhibitor	CHEMBL2093867		CHEMBL608533
CHEMBL608533	9829523			Midostaurin		C35H30N4O4	570.6	BMGQWWVMWDBQGC-IIFHNQTCSA-N	Midostaurin	63452	ID912S5VON	LSM-2287	MIDOSTAURIN,RYDAPT	PKC 412,RYDAPT,MIDOSTAURIN,CGP-41251,CGP 41251,PKC-412	DB06595	""	""	INHIBITOR	1	4	5318	Vascular endothelial growth factor receptor 2 inhibitor	CHEMBL279		CHEMBL608533
CHEMBL105	5746		mitomycin	Mitomycin-C		C15H18N4O5	334.33	NWIBSHFKIJFRCO-WUDYKRTCSA-N	Mitomycin	27504	50SG953SK6	LSM-6310	MITOSOL,MUTAMYCIN,MITOMYCIN,JELMYTO	UGN-101,UGN-102,AMETYCINE,MYTOZYTREX,MUTAMYCIN,JELMYTO,MITOCIN-C,MITOMYCIN,MITOMYCIN C,MITOSOL,NSC-26980	DB00305	""	PA450524	INHIBITOR	1	4	1864	DNA inhibitor	CHEMBL2311221		CHEMBL105
CHEMBL58	4212			Mitoxantrone		C22H28N4O6	444.5	KKZJGLLVHKMTCM-UHFFFAOYSA-N	Mitoxantrone	50729	BZ114NVM5P	LSM-2481	MITOXANTRONE HYDROCHLORIDE,MITOXANTRONE	MITOXANTRONE,MITOXANTRONE DIHYDROCHLORIDE,MITOXANTRONE HYDROCHLORIDE,NOVANTRONE,CL 232,315,CL-232315,NSC-279836,NSC-301739	DB01204	""	PA450526								
CHEMBL1078178	25062766		momelotinib			C23H22N6O2	414.5	ZVHNDZWQTBEVRY-UHFFFAOYSA-N	Momelotinib	91407	6O01GMS00P	LSM-1141	""	CYT387,CYT-387,MOMELOTINIB,GS-0387	DB11763	""	""	INHIBITOR	1	3	5280	Tyrosine-protein kinase JAK1 inhibitor	CHEMBL2835		CHEMBL1078178
CHEMBL1078178	25062766		momelotinib			C23H22N6O2	414.5	ZVHNDZWQTBEVRY-UHFFFAOYSA-N	Momelotinib	91407	6O01GMS00P	LSM-1141	""	CYT387,CYT-387,MOMELOTINIB,GS-0387	DB11763	""	""	INHIBITOR	1	3	5281	Tyrosine-protein kinase JAK2 inhibitor	CHEMBL2971		CHEMBL1078178
CHEMBL572881	11667893			Motesanib		C22H23N5O	373.5	RAHBGWKEPAQNFF-UHFFFAOYSA-N	Motesanib	51098	U1JK633AYI	LSM-1042	""	MOTESANIB DIPHOSPHATE,AMG 706,MOTESANIB,AMG-706	DB05575	""	PA166118340	INHIBITOR	1	3	5434	Stem cell growth factor receptor inhibitor	CHEMBL1936		CHEMBL572881
CHEMBL572881	11667893			Motesanib		C22H23N5O	373.5	RAHBGWKEPAQNFF-UHFFFAOYSA-N	Motesanib	51098	U1JK633AYI	LSM-1042	""	MOTESANIB DIPHOSPHATE,AMG 706,MOTESANIB,AMG-706	DB05575	""	PA166118340	INHIBITOR	1	3	5435	Tyrosine-protein kinase receptor RET inhibitor	CHEMBL2041		CHEMBL572881
CHEMBL572881	11667893			Motesanib		C22H23N5O	373.5	RAHBGWKEPAQNFF-UHFFFAOYSA-N	Motesanib	51098	U1JK633AYI	LSM-1042	""	MOTESANIB DIPHOSPHATE,AMG 706,MOTESANIB,AMG-706	DB05575	""	PA166118340	INHIBITOR	1	3	5436	Vascular endothelial growth factor receptor inhibitor	CHEMBL2095227		CHEMBL572881
CHEMBL572881	11667893			Motesanib		C22H23N5O	373.5	RAHBGWKEPAQNFF-UHFFFAOYSA-N	Motesanib	51098	U1JK633AYI	LSM-1042	""	MOTESANIB DIPHOSPHATE,AMG 706,MOTESANIB,AMG-706	DB05575	""	PA166118340	INHIBITOR	1	3	5437	Platelet-derived growth factor receptor inhibitor	CHEMBL2095189		CHEMBL572881
CHEMBL866	446541			Mycophenolic acid		C17H20O6	320.3	HPNSFSBZBAHARI-RUDMXATFSA-N	Mycophenolic Acid	168396	HU9DX48N0T	LSM-42933	MYCOPHENOLATE,MYFORTIC,MYCOPHENOLIC ACID,MYCOPHENOLATE SODIUM	ERL 080,MYFORTIC,MYCOPHENOLIC ACID,MYCOPHENOLATE SODIUM,ERL-080	DB01024	""	PA164748728	INHIBITOR	1	4	1224	Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor	CHEMBL2111369		CHEMBL866
CHEMBL164	5281672		myricetin			C15H10O8	318.23	IKMDFBPHZNJCSN-UHFFFAOYSA-N	Myricetin	18152	76XC01FTOJ	LSM-2957	MYRICETIN	""	DB02375	""	""								
CHEMBL55076	6438394		myriocin			C21H39NO6	401.5	ZZIKIHCNFWXKDY-GNTQXERDSA-N	Myriocin	582124	YRM4E8R9ST	""	""	""	""	""	""								
CHEMBL1976486	5351307			NSC319726		C11H14N4S	234.32	XDHBUMNIQRLHGO-UKTHLTGXSA-N	N'-(1-(Pyridin-2-yl)ethylidene)azetidine-1-carbothiohydrazide	""	""	""	""	""	""	""	""								
CHEMBL2180126	12001922		SCH-529074			C31H36Cl2N6	563.6	NCAJLQDPTZBGJV-UHFFFAOYSA-N	N'-(2-{4-[bis-(4-chlorophenyl)methyl]piperazin-1-ylmethyl}quinazolin-4-yl)-N,N-dimethylpropane-1,3-diamine	""	""	""	""	""	""	""	""								
CHEMBL3769507	91668541			I-BRD9		C22H22F3N3O3S2	497.6	WRUWGLUCNBMGPS-UHFFFAOYSA-N	N'-[1,1-Bis(Oxidanylidene)thian-4-Yl]-5-Ethyl-4-Oxidanylidene-7-[3-(Trifluoromethyl)phenyl]thieno[3,2-C]pyridine-2-Carboximidamide	""	""	""	""	""	""	""	""								
CHEMBL2177757	3372016			BPTES		C24H24N6O2S3	524.7	MDJIPXYRSZHCFS-UHFFFAOYSA-N	N,N'-[sulfanediylbis(Ethane-2,1-Diyl-1,3,4-Thiadiazole-5,2-Diyl)]bis(2-Phenylacetamide)	""	""	""	""	""	""	""	""								
CHEMBL63154	132496		FGIN-1-27			C28H37FN2O	436.6	VUWXAQFLTSBUDB-UHFFFAOYSA-N	N,N-Dihexyl-2-(4-fluorophenyl)indole-3-acetamide	92171	""	LSM-2201	""	""	""	""	""								
CHEMBL3128043	25227462		PF-3758309			C25H30N8OS	490.6	AYCPARAPKDAOEN-LJQANCHMSA-N	N-((1S)-2-(Dimethylamino)-1-phenylethyl)-6,6-dimethyl-3-((2-methylthieno(3,2-d)pyrimidin-4-yl)amino)-4,6-dihydropyrrolo(3,4-C)pyrazole-5(1H)-carboxamide	93751	PK459EA5I2	LSM-4254	""	PF-03758309	DB11775	""	""	INHIBITOR	1	1	4314	Serine/threonine-protein kinase PAK 4 inhibitor	CHEMBL4482		CHEMBL3128043
CHEMBL2152368	70680404		BRD-K90370028			C18H22N2O4	330.4	AINZSMIJPNBGRE-DBLORFJXSA-N	N-((3R,11R,E)-5,12-dioxo-3-phenyl-1-oxa-4-azacyclododec-8-en-11-yl)acetamide	""	""	LSM-44609	""	""	""	""	""								
CHEMBL569864	25150857		BIX-01294			C28H38N6O2	490.6	OSXFATOLZGZLSK-UHFFFAOYSA-N	N-(1-benzylpiperidin-4-yl)-6,7-dimethoxy-2-(4-methyl-1,4-diazepan-1-yl)quinazolin-4-amine	93986	""	LSM-4571	""	""	""	""	""								
CHEMBL62136	447912			T0901317		C17H12F9NO3S	481.3	SGIWFELWJPNFDH-UHFFFAOYSA-N	N-(2,2,2-Trifluoroethyl)-N-{4-[2,2,2-trifluoro-1-hydroxy-1-(trifluoromethyl)ethyl]phenyl}benzenesulfonamide	""	A07663A39I	LSM-2509	""	""	DB07080	""	""								
CHEMBL178455	11317348		Ki8751			C24H18F3N3O4	469.4	LFKQSJNCVRGFCC-UHFFFAOYSA-N	N-(2,4-Difluorophenyl)-N'-[4-[(6,7-dimethoxy-4-quinolinyl)oxy]-2-fluorophenyl]urea	92822	RP6UGT29FF	LSM-3040	""	""	""	""	""								
""	1242560		BRD9647			C22H21NO6S	427.5	OMUJNJUHZHOBJY-UHFFFAOYSA-N	N-(2,5-dimethoxyphenyl)sulfonyl-N-(4-methoxyphenyl)benzamide	94986	""	LSM-6210	""	""	""	""	""								
CHEMBL466397	25124816			GSK1904529A		C44H47F2N9O5S	852	MOSKATHMXWSZTQ-UHFFFAOYSA-N	N-(2,6-Difluorophenyl)-5-[3-[2-[[5-ethyl-2-(methyloxy)-4-[4-[4-(methylsulfonyl)-1-piperazinyl]-1-piperidinyl]phenyl]amino]-4-pyrimidinyl]imidazo[1,2-a]pyridin-2-yl]-2-(methyloxy)benzamide	91401	""	LSM-1134	""	""	""	""	""								
CHEMBL257991	24180125		SRT-1720			C25H23N7OS	469.6	IASPBORHOMBZMY-UHFFFAOYSA-N	N-(2-(3-(piperazin-1-ylmethyl)imidazo[2,1-b]thiazol-6-yl)phenyl)quinoxaline-2-carboxamide	""	DX3FHY76FZ	""	""	""	DB17057	""	""								
CHEMBL4075449	73707530			QL-X-138		C25H19N5O2	421.4	JMVDIGHUQAXWIE-UHFFFAOYSA-N	N-(2-Methyl-5-(2-oxo-9-(1H-pyrazol-4-yl)benzo[h][1,6]naphthyridin-1(2H)-yl)phenyl)acrylamide	94724	""	LSM-5803	""	""	""	""	""								
""	44507138		BRD-K55116708			C37H42N6O5	650.8	XHCFGJIATIGRMD-RNDKRWLGSA-N	N-(2-aminophenyl)-4-[[[(2S,3R)-10-[[anilino(oxo)methyl]amino]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-2-yl]methyl-methylamino]methyl]benzamide	128734	""	LSM-40288	""	""	""	""	""								
CHEMBL4567342	4096211		NVP-231			C25H25N3O2S	431.6	MVSSJPGNLQPWSW-UHFFFAOYSA-N	N-(2-benzamido-1,3-benzothiazol-6-yl)adamantane-1-carboxamide	""	""	""	""	""	""	""	""								
CHEMBL568305	44819697		CAY10618			C27H29N5O	439.6	SJOLTIOPWDLDEB-UHFFFAOYSA-N	N-(2-phenylphenyl)-8-(4-pyridin-3-yltriazol-1-yl)octanamide	94310	""	LSM-4946	""	""	""	""	""								
CHEMBL536151	5081913			IMD-0354		C15H8ClF6NO2	383.67	CHILCFMQWMQVAL-UHFFFAOYSA-N	N-(3,5-bis(trifluoromethyl)phenyl)-5-chloro-2-hydroxybenzamide	93310	76145IS906	LSM-3667	""	""	""	""	""								
CHEMBL4303523	72200024			WZ4003		C25H29ClN6O3	497	SDGJBAUIGHSMRI-UHFFFAOYSA-N	N-(3-((5-chloro-2-((2-methoxy-4-(4-methylpiperazin-1-yl)phenyl)amino)pyrimidin-4-yl)oxy)phenyl)propionamide	""	""	LSM-45226	""	""	""	""	""								
CHEMBL1643989	44607531		WZ8040			C24H25ClN6OS	481	KIISCIGBPUVZBF-UHFFFAOYSA-N	N-(3-((5-chloro-2-((4-(4-methylpiperazin-1-yl)phenyl)amino)pyrimidin-4-yl)thio)phenyl)acrylamide	""	""	""	""	""	""	""	""								
CHEMBL1230020	24180719	PLX4720	PLX-4720	PLX-4720	PLX-4720	C17H14ClF2N3O3S	413.8	YZDJQTHVDDOVHR-UHFFFAOYSA-N	N-(3-(5-chloro-1H-pyrrolo[2,3-b]pyridine-3-carbonyl)-2,4-difluorophenyl)propane-1-sulfonamide	90295	EQY31RO8HA	LSM-1049	""	""	DB06999	""	""								
CHEMBL1229592	44607530		WZ4002			C25H27ClN6O3	495	ITTRLTNMFYIYPA-UHFFFAOYSA-N	N-(3-(5-chloro-2-(2-methoxy-4-(4-methylpiperazin-1-yl)phenylamino)pyrimidin-4-yloxy)phenyl)acrylamide	61400	6BQ432Z61M	LSM-1085	""	""	""	""	""								
CHEMBL2325429	9936388		SB-743921			C31H33ClN2O3	517.1	PGXYIBJJCLWJST-MUUNZHRXSA-N	N-(3-Aminopropyl)-N-[(1r)-1-(3-Benzyl-7-Chloro-4-Oxo-4h-Chromen-2-Yl)-2-Methylpropyl]-4-Methylbenzamide	""	24DSZ1VN92	LSM-45775	""	SB-743921,SB 743921	DB05546	""	""								
CHEMBL29197	4705		PD 153035			C16H14BrN3O2	360.2	LSPANGZZENHZNJ-UHFFFAOYSA-N	N-(3-bromophenyl)-6,7-dimethoxyquinazolin-4-amine	91076	TC62B68RSL	LSM-45421	""	""	""	""	""								
CHEMBL254760	24901704		MGCD-265			C26H20FN5O2S2	517.6	UFICVEHDQUKCEA-UHFFFAOYSA-N	N-(3-fluoro-4-(2-(1-methyl-1H-imidazol-4-yl)thieno[3,2-b]pyridin-7-yloxy)phenylcarbamothioyl)-2-phenylacetamide	91393	93M6577H9D	LSM-1124	""	""	""	""	""								
CHEMBL3753077	2946601		JW-55			C25H26N2O5	434.5	ZJZWZIXSGNFWQQ-UHFFFAOYSA-N	N-(4-(((4-(4-methoxyphenyl)tetrahydro-2H-pyran-4-yl)methyl)carbamoyl)phenyl)furan-2-carboxamide	95068	""	LSM-6318	""	""	""	""	""								
CHEMBL3182437	60167849			ML323		C23H24N6	384.5	VUIRVWPJNKZOSS-UHFFFAOYSA-N	N-(4-(1H-1,2,3-triazol-1-yl)benzyl)-2-(2-isopropylphenyl)-5-methylpyrimidin-4-amine	""	""	LSM-46188	""	""	""	""	""								
CHEMBL296468	3025986		SNS-032			C17H24N4O2S2	380.5	OUSFTKFNBAZUKL-UHFFFAOYSA-N	N-(5-(((5-(1,1-Dimethylethyl)-2-oxazolyl)methyl)thio)-2-thiazolyl)-4-piperidinecarboxamide	91399	9979I93686	LSM-1132	""	BMS-387032,SNS 032	DB05969	""	""	INHIBITOR	1	1	4164	Cyclin-dependent kinase 2 inhibitor	CHEMBL301		CHEMBL296468
CHEMBL296468	3025986		SNS-032			C17H24N4O2S2	380.5	OUSFTKFNBAZUKL-UHFFFAOYSA-N	N-(5-(((5-(1,1-Dimethylethyl)-2-oxazolyl)methyl)thio)-2-thiazolyl)-4-piperidinecarboxamide	91399	9979I93686	LSM-1132	""	BMS-387032,SNS 032	DB05969	""	""	INHIBITOR	1	1	4165	Cyclin-dependent kinase 7 inhibitor	CHEMBL3055		CHEMBL296468
CHEMBL296468	3025986		SNS-032			C17H24N4O2S2	380.5	OUSFTKFNBAZUKL-UHFFFAOYSA-N	N-(5-(((5-(1,1-Dimethylethyl)-2-oxazolyl)methyl)thio)-2-thiazolyl)-4-piperidinecarboxamide	91399	9979I93686	LSM-1132	""	BMS-387032,SNS 032	DB05969	""	""	INHIBITOR	1	1	4166	Cyclin-dependent kinase 9 inhibitor	CHEMBL3116		CHEMBL296468
CHEMBL1229535	6852167		PIK-93	PIK-93		C14H16ClN3O4S2	389.9	JFVNFXCESCXMBC-UHFFFAOYSA-N	N-(5-(4-Chloro-3-(N-(2-hydroxyethyl)sulfamoyl)phenyl)-4-methylthiazol-2-yl)acetamide	""	""	LSM-1191	""	""	DB06836	""	""								
CHEMBL1230607	46191454		PHA-793887	PHA-793887		C19H31N5O2	361.5	HUXYBQXJVXOMKX-UHFFFAOYSA-N	N-(6,6-dimethyl-5-(1-methylpiperidine-4-carbonyl)-1,4,5,6-tetrahydropyrrolo[3,4-c]pyrazol-3-yl)-3-methylbutanamide	91371	MKS45S912B	LSM-1073	""	PHA-793887	DB12686	""	""	INHIBITOR	1	1	4319	Cyclin-dependent kinase inhibitor	CHEMBL3559691		CHEMBL1230607
CHEMBL1257064	2155128			IWP-2		C22H18N4O2S3	466.6	WRKPZSMRWPJJDH-UHFFFAOYSA-N	N-(6-Methyl-2-benzothiazolyl)-2-[(3,4,6,7-tetrahydro-4-oxo-3-phenylthieno[3,2-d]pyrimidin-2-yl)thio]-acetamide	125649	""	LSM-37210	""	""	""	""	""								
CHEMBL375312	11373846			GSK429286A		C21H16F4N4O2	432.4	OLIIUAHHAZEXEX-UHFFFAOYSA-N	N-(6-fluoro-1H-indazol-5-yl)-6-methyl-2-oxo-4-[4-(trifluoromethyl)phenyl]-3,4-dihydro-1H-pyridine-5-carboxamide	91332	""	LSM-1012	""	""	""	""	""								
CHEMBL1222381	19582717		neuronal differentiation inducer III			C11H10N2O2S	234.28	SYENTKHGMVKGAQ-UHFFFAOYSA-N	N-Cyclopropyl-5-(thiophen-2-yl)isoxazole-3-carboxamide	95020	""	LSM-6252	""	""	""	""	""								
CHEMBL1564869	702558		RG-108			C19H14N2O4	334.3	HPTXLHAHLXOAKV-INIZCTEOSA-N	N-Phthalyl-L-tryptophan	95041	""	LSM-6283	""	""	""	""	""								
CHEMBL259450	16725315		SID 26681509			C27H33N5O5S	539.6	OTIWAYTTYNFEKL-QFIPXVFZSA-N	N-[(1,1-Dimethylethoxy)carbonyl]-L-tryptophan-2-[[[2-[(2-ethylphenyl)amino]-2-oxoethyl]thio]carbonyl]hydrazide	167893	""	""	""	""	""	""	""								
CHEMBL507361	9826528	PD-0325901		PD0325901		C16H14F3IN2O4	482.19	SUDAHWBOROXANE-SECBINFHSA-N	N-[(2R)-2,3-dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide	88249	86K0J5AK6M	LSM-1101	""	MIRDAMETINIB	DB07101	""	""	INHIBITOR	1	2	4782	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	CHEMBL3587		CHEMBL507361
CHEMBL507361	9826528	PD-0325901		PD0325901		C16H14F3IN2O4	482.19	SUDAHWBOROXANE-SECBINFHSA-N	N-[(2R)-2,3-dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide	88249	86K0J5AK6M	LSM-1101	""	MIRDAMETINIB	DB07101	""	""	INHIBITOR	1	2	4783	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	CHEMBL2964		CHEMBL507361
CHEMBL2143553	44493952		BRD-K09344309			C30H34N4O6	546.6	DNKUYHDHYPGMDW-DVHCVUMVSA-N	N-[(2R,3R)-2-[[1,3-benzodioxol-5-ylmethyl(methyl)amino]methyl]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-10-yl]pyridine-4-carboxamide	""	""	""	""	""	""	""	""								
""	44489127		BRD-K75293299			C33H35N5O5	581.7	UCPVSNSDYZNCRX-BXOOBUKZSA-N	N-[(2R,3R)-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-2-[[methyl-[(1-naphthalenylamino)-oxomethyl]amino]methyl]-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-10-yl]-4-pyridinecarboxamide	111640	""	LSM-23054	""	""	""	""	""								
CHEMBL1715408	44202524		BRD-K66453893			C27H33ClF3N3O6S	620.1	BTSOZOCIIHDJJX-XFAGBWLFSA-N	N-[(2R,3S)-2-[[(4-chlorophenyl)sulfonyl-methylamino]methyl]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]-4,4,4-trifluorobutanamide	124580	""	LSM-36022	""	""	""	""	""								
""	44492757		BRD-K78574327			C24H35N5O5S	505.6	KTPUHGRRTQXBGV-JKSBSHDWSA-N	N-[(2R,3S)-2-[[cyclopropylmethyl(methyl)amino]methyl]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]-1-methyl-4-imidazolesulfonamide	124710	""	LSM-36152	""	""	""	""	""								
""	44484440		BRD-K34485477			C24H38N4O5	462.6	QKNVOCCOOAXREN-SVMVAKDDSA-N	N-[(2R,3S)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-2-(methylaminomethyl)-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]-3-(4-morpholinyl)propanamide	124244	""	LSM-35686	""	""	""	""	""								
""	44490293		BRD-K41334119			C18H29N3O5S	399.5	XOTYHNIEAMYTDW-AHIWAGSCSA-N	N-[(2R,3S)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-2-(methylaminomethyl)-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]methanesulfonamide	124319	""	LSM-35761	""	""	""	""	""								
""	44487330		BRD-K44224150			C23H35N3O4	417.5	NQJCYDIBEOZMBZ-QYWGDWMGSA-N	N-[(2R,3S)-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-2-(methylaminomethyl)-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]cyclohexanecarboxamide	113844	""	LSM-25276	""	""	""	""	""								
""	44494148		BRD-K84807411			C23H33N5O4	443.5	ADWJBSWPWOPVMW-YYFZDKIDSA-N	N-[(2S,3S)-2-[(dimethylamino)methyl]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-10-yl]-2,5-dimethyl-3-pyrazolecarboxamide	111569	""	LSM-22983	""	""	""	""	""								
""	44489367		BRD-K48334597			C34H45N5O5	603.8	ZSZRFUWYOKUGNE-INEJIFKHSA-N	N-[(2S,3S)-2-[[[(cyclohexylamino)-oxomethyl]-methylamino]methyl]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]-2-(1-methyl-3-indolyl)acetamide	124400	""	LSM-35842	""	""	""	""	""								
