Source Name	Comment[ENA_SAMPLE]	Material Type	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[cell line]	Characteristics[tissue supergroup]	Characteristics[metatastic tissue]	Characteristics[organism part]	Characteristics[disease]	Characteristics[age]	Unit [age unit]	Characteristics[sex]	Characteristics[ethnicity]	Characteristics[media]	Characteristics[freeze media]	Comment[ENA_ALIAS]	Protocol REF	Extract Name	Comment[NOMINAL_LENGTH]	Comment[LIBRARY_SELECTION]	Comment[NOMINAL_SDEV]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_LAYOUT]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[ENA_RUN]	Factor Value[cell line]	Factor Value[organism part]	Factor Value[disease]
Sample 379	ERS395782	cell	Homo sapiens	NCBI Taxonomy	9606	SNU-398	liver	not applicable	liver	hepatocellular carcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine, 100mM HEPES	Complete growth medium, 90%; DMSO, 10%	636063	P-MTAB-39822	ERS395782 extract	304	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380244	sequencing assay	ERX380244	ERR413939_2	ERR413939	SNU-398	liver	hepatocellular carcinoma
Sample 380	ERS395783	cell	Homo sapiens	NCBI Taxonomy	9606	SNU-423	liver	not applicable	liver	hepatocellular carcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine, 100mM HEPES	Complete growth medium, 90%; DMSO, 10%	636064	P-MTAB-39822	ERS395783 extract	243	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380245	sequencing assay	ERX380245	ERR413940_1	ERR413940	SNU-423	liver	hepatocellular carcinoma
Sample 380	ERS395783	cell	Homo sapiens	NCBI Taxonomy	9606	SNU-423	liver	not applicable	liver	hepatocellular carcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine, 100mM HEPES	Complete growth medium, 90%; DMSO, 10%	636064	P-MTAB-39822	ERS395783 extract	243	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380245	sequencing assay	ERX380245	ERR413940_2	ERR413940	SNU-423	liver	hepatocellular carcinoma
Sample 381	ERS395366	cell	Homo sapiens	NCBI Taxonomy	9606	HCC1171	lung	not applicable	lung	non-small cell lung carcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636065	P-MTAB-39822	ERS395366 extract	228	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379828	sequencing assay	ERX379828	ERR413523_1	ERR413523	HCC1171	lung	non-small cell lung carcinoma
Sample 381	ERS395366	cell	Homo sapiens	NCBI Taxonomy	9606	HCC1171	lung	not applicable	lung	non-small cell lung carcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636065	P-MTAB-39822	ERS395366 extract	228	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379828	sequencing assay	ERX379828	ERR413523_2	ERR413523	HCC1171	lung	non-small cell lung carcinoma
Sample 382	ERS395402	cell	Homo sapiens	NCBI Taxonomy	9606	HCC4017	lung	not applicable	lung	large cell lung carcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636066	P-MTAB-39822	ERS395402 extract	296	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379864	sequencing assay	ERX379864	ERR413559_1	ERR413559	HCC4017	lung	large cell lung carcinoma
Sample 382	ERS395402	cell	Homo sapiens	NCBI Taxonomy	9606	HCC4017	lung	not applicable	lung	large cell lung carcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636066	P-MTAB-39822	ERS395402 extract	296	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379864	sequencing assay	ERX379864	ERR413559_2	ERR413559	HCC4017	lung	large cell lung carcinoma
Sample 383	ERS395405	cell	Homo sapiens	NCBI Taxonomy	9606	HCC515	lung	not applicable	lung	lung adenocarcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636067	P-MTAB-39822	ERS395405 extract	258	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379867	sequencing assay	ERX379867	ERR413562_1	ERR413562	HCC515	lung	lung adenocarcinoma
Sample 383	ERS395405	cell	Homo sapiens	NCBI Taxonomy	9606	HCC515	lung	not applicable	lung	lung adenocarcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636067	P-MTAB-39822	ERS395405 extract	258	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379867	sequencing assay	ERX379867	ERR413562_2	ERR413562	HCC515	lung	lung adenocarcinoma
Sample 384	ERS395448	cell	Homo sapiens	NCBI Taxonomy	9606	HT-1080	lung	not applicable	lung	lung fibrosarcoma	35	year	male	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	FBS, 90%; DMSO, 10%	636068	P-MTAB-39822	ERS395448 extract	231	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379910	sequencing assay	ERX379910	ERR413605_1	ERR413605	HT-1080	lung	lung fibrosarcoma
Sample 384	ERS395448	cell	Homo sapiens	NCBI Taxonomy	9606	HT-1080	lung	not applicable	lung	lung fibrosarcoma	35	year	male	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	FBS, 90%; DMSO, 10%	636068	P-MTAB-39822	ERS395448 extract	231	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379910	sequencing assay	ERX379910	ERR413605_2	ERR413605	HT-1080	lung	lung fibrosarcoma
Sample 385	ERS395583	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1437	lung	effusion, pleural	lung	non-small cell lung carcinoma	60	year	male	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636069	P-MTAB-39822	ERS395583 extract	230	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380045	sequencing assay	ERX380045	ERR413740_1	ERR413740	NCI-H1437	lung	non-small cell lung carcinoma
Sample 385	ERS395583	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1437	lung	effusion, pleural	lung	non-small cell lung carcinoma	60	year	male	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636069	P-MTAB-39822	ERS395583 extract	230	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380045	sequencing assay	ERX380045	ERR413740_2	ERR413740	NCI-H1437	lung	non-small cell lung carcinoma
Sample 386	ERS395643	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H322T	lung	not applicable	lung	non-small cell lung carcinoma	not available	  	not available	not available	RPMI-1640 10% FBS; 2mM L-Glutamine	90% FBS; 10% DMSO	636070	P-MTAB-39822	ERS395643 extract	236	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380105	sequencing assay	ERX380105	ERR413800_1	ERR413800	NCI-H322T	lung	non-small cell lung carcinoma
Sample 386	ERS395643	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H322T	lung	not applicable	lung	non-small cell lung carcinoma	not available	  	not available	not available	RPMI-1640 10% FBS; 2mM L-Glutamine	90% FBS; 10% DMSO	636070	P-MTAB-39822	ERS395643 extract	236	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380105	sequencing assay	ERX380105	ERR413800_2	ERR413800	NCI-H322T	lung	non-small cell lung carcinoma
Sample 387	ERS395655	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H727	lung	not applicable	lung	lung carcinoid tumor	65	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636071	P-MTAB-39822	ERS395655 extract	243	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380117	sequencing assay	ERX380117	ERR413812_1	ERR413812	NCI-H727	lung	lung carcinoid tumor
Sample 387	ERS395655	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H727	lung	not applicable	lung	lung carcinoid tumor	65	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636071	P-MTAB-39822	ERS395655 extract	243	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380117	sequencing assay	ERX380117	ERR413812_2	ERR413812	NCI-H727	lung	lung carcinoid tumor
Sample 388	ERS395657	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H82	lung	not applicable	lung	small cell lung carcinoma	40	year	not available	Caucasian	RPMI-1640 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636072	P-MTAB-39822	ERS395657 extract	180	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380119	sequencing assay	ERX380119	ERR413814_1	ERR413814	NCI-H82	lung	small cell lung carcinoma
Sample 388	ERS395657	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H82	lung	not applicable	lung	small cell lung carcinoma	40	year	not available	Caucasian	RPMI-1640 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636072	P-MTAB-39822	ERS395657 extract	180	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380119	sequencing assay	ERX380119	ERR413814_2	ERR413814	NCI-H82	lung	small cell lung carcinoma
Sample 389	ERS395663	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-N417	lung	not applicable	lung	small cell lung carcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636073	P-MTAB-39822	ERS395663 extract	191	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380125	sequencing assay	ERX380125	ERR413820_1	ERR413820	NCI-N417	lung	small cell lung carcinoma
Sample 389	ERS395663	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-N417	lung	not applicable	lung	small cell lung carcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636073	P-MTAB-39822	ERS395663 extract	191	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380125	sequencing assay	ERX380125	ERR413820_2	ERR413820	NCI-N417	lung	small cell lung carcinoma
Sample 390	ERS395794	cell	Homo sapiens	NCBI Taxonomy	9606	SR	lymphoid	not applicable	lymph node	immunoblastic large cell lymphoma	11	year	male	not available	RPMI-1640, 10% HI FBS, 2mM Glutamine	RPMI, 20% FBS, 10% DMSO	636074	P-MTAB-39822	ERS395794 extract	206	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380256	sequencing assay	ERX380256	ERR413951_1	ERR413951	SR	lymph node	immunoblastic large cell lymphoma
Sample 390	ERS395794	cell	Homo sapiens	NCBI Taxonomy	9606	SR	lymphoid	not applicable	lymph node	immunoblastic large cell lymphoma	11	year	male	not available	RPMI-1640, 10% HI FBS, 2mM Glutamine	RPMI, 20% FBS, 10% DMSO	636074	P-MTAB-39822	ERS395794 extract	206	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380256	sequencing assay	ERX380256	ERR413951_2	ERR413951	SR	lymph node	immunoblastic large cell lymphoma
Sample 391	ERS395283	cell	Homo sapiens	NCBI Taxonomy	9606	COLO-704	ovary	not applicable	ovary	ovarian adenocarcinoma	46	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	FBS, 90%; DMSO, 10%	636075	P-MTAB-39822	ERS395283 extract	205	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379746	sequencing assay	ERX379746	ERR413441_1	ERR413441	COLO-704	ovary	ovarian adenocarcinoma
Sample 391	ERS395283	cell	Homo sapiens	NCBI Taxonomy	9606	COLO-704	ovary	not applicable	ovary	ovarian adenocarcinoma	46	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	FBS, 90%; DMSO, 10%	636075	P-MTAB-39822	ERS395283 extract	205	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379746	sequencing assay	ERX379746	ERR413441_2	ERR413441	COLO-704	ovary	ovarian adenocarcinoma
Sample 392	ERS395458	cell	Homo sapiens	NCBI Taxonomy	9606	IGROV-1	ovary	not applicable	ovary	ovarian carcinoma	47	year	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636076	P-MTAB-39822	ERS395458 extract	211	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379920	sequencing assay	ERX379920	ERR413615_1	ERR413615	IGROV-1	ovary	ovarian carcinoma
Sample 392	ERS395458	cell	Homo sapiens	NCBI Taxonomy	9606	IGROV-1	ovary	not applicable	ovary	ovarian carcinoma	47	year	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636076	P-MTAB-39822	ERS395458 extract	211	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379920	sequencing assay	ERX379920	ERR413615_2	ERR413615	IGROV-1	ovary	ovarian carcinoma
Sample 393	ERS395665	cell	Homo sapiens	NCBI Taxonomy	9606	NIH:OVCAR-3	ovary	not applicable	ovary	ovarian adenocarcinoma	not available	  	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636077	P-MTAB-39822	ERS395665 extract	203	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380127	sequencing assay	ERX380127	ERR413822_1	ERR413822	NIH:OVCAR-3	ovary	ovarian adenocarcinoma
Sample 393	ERS395665	cell	Homo sapiens	NCBI Taxonomy	9606	NIH:OVCAR-3	ovary	not applicable	ovary	ovarian adenocarcinoma	not available	  	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636077	P-MTAB-39822	ERS395665 extract	203	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380127	sequencing assay	ERX380127	ERR413822_2	ERR413822	NIH:OVCAR-3	ovary	ovarian adenocarcinoma
Sample 394	ERS395686	cell	Homo sapiens	NCBI Taxonomy	9606	OV-90	ovary	not applicable	ovary	ovarian papillary serous adenocarcinoma 	not available	  	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	90% FBS; DMSO, 10%	636078	P-MTAB-39822	ERS395686 extract	211	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380148	sequencing assay	ERX380148	ERR413843_1	ERR413843	OV-90	ovary	ovarian papillary serous adenocarcinoma 
Sample 394	ERS395686	cell	Homo sapiens	NCBI Taxonomy	9606	OV-90	ovary	not applicable	ovary	ovarian papillary serous adenocarcinoma 	not available	  	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	90% FBS; DMSO, 10%	636078	P-MTAB-39822	ERS395686 extract	211	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380148	sequencing assay	ERX380148	ERR413843_2	ERR413843	OV-90	ovary	ovarian papillary serous adenocarcinoma 
Sample 395	ERS395691	cell	Homo sapiens	NCBI Taxonomy	9606	OvCA 432	ovary	not applicable	ovary	ovarian carcinoma	not available	  	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636079	P-MTAB-39822	ERS395691 extract	210	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380153	sequencing assay	ERX380153	ERR413848_1	ERR413848	OvCA 432	ovary	ovarian carcinoma
Sample 395	ERS395691	cell	Homo sapiens	NCBI Taxonomy	9606	OvCA 432	ovary	not applicable	ovary	ovarian carcinoma	not available	  	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636079	P-MTAB-39822	ERS395691 extract	210	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380153	sequencing assay	ERX380153	ERR413848_2	ERR413848	OvCA 432	ovary	ovarian carcinoma
Sample 396	ERS395713	cell	Homo sapiens	NCBI Taxonomy	9606	PE01	ovary	not applicable	ovary	ovarian adenocarcinoma	not available	  	not available	not available	RPMI-1640 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636080	P-MTAB-39822	ERS395713 extract	182	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380175	sequencing assay	ERX380175	ERR413870_1	ERR413870	PE01	ovary	ovarian adenocarcinoma
Sample 396	ERS395713	cell	Homo sapiens	NCBI Taxonomy	9606	PE01	ovary	not applicable	ovary	ovarian adenocarcinoma	not available	  	not available	not available	RPMI-1640 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636080	P-MTAB-39822	ERS395713 extract	182	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380175	sequencing assay	ERX380175	ERR413870_2	ERR413870	PE01	ovary	ovarian adenocarcinoma
Sample 397	ERS395313	cell	Homo sapiens	NCBI Taxonomy	9606	DU 145	other	not applicable	prostate gland	prostate carcinoma	69	year	male	Caucasian	RPMI-1640 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636081	P-MTAB-39822	ERS395313 extract	191	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379775	sequencing assay	ERX379775	ERR413470_1	ERR413470	DU 145	prostate gland	prostate carcinoma
Sample 397	ERS395313	cell	Homo sapiens	NCBI Taxonomy	9606	DU 145	other	not applicable	prostate gland	prostate carcinoma	69	year	male	Caucasian	RPMI-1640 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636081	P-MTAB-39822	ERS395313 extract	191	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379775	sequencing assay	ERX379775	ERR413470_2	ERR413470	DU 145	prostate gland	prostate carcinoma
Sample 398	ERS395711	cell	Homo sapiens	NCBI Taxonomy	9606	PC-3	other	not applicable	prostate gland	prostate adenocarcinoma	62	year	male	Caucasian	RPMI-1640 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636083	P-MTAB-39822	ERS395711 extract	192	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380173	sequencing assay	ERX380173	ERR413868_1	ERR413868	PC-3	prostate gland	prostate adenocarcinoma
Sample 398	ERS395711	cell	Homo sapiens	NCBI Taxonomy	9606	PC-3	other	not applicable	prostate gland	prostate adenocarcinoma	62	year	male	Caucasian	RPMI-1640 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636083	P-MTAB-39822	ERS395711 extract	192	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380173	sequencing assay	ERX380173	ERR413868_2	ERR413868	PC-3	prostate gland	prostate adenocarcinoma
Sample 399	ERS395822	cell	Homo sapiens	NCBI Taxonomy	9606	SW 837	colo-rectal	not applicable	rectum	rectal adenocarcinoma	53	year	male	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	90% FBS; 10% DMSO	636084	P-MTAB-39822	ERS395822 extract	194	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380284	sequencing assay	ERX380284	ERR413979_1	ERR413979	SW 837	rectum	rectal adenocarcinoma
Sample 399	ERS395822	cell	Homo sapiens	NCBI Taxonomy	9606	SW 837	colo-rectal	not applicable	rectum	rectal adenocarcinoma	53	year	male	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	90% FBS; 10% DMSO	636084	P-MTAB-39822	ERS395822 extract	194	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380284	sequencing assay	ERX380284	ERR413979_2	ERR413979	SW 837	rectum	rectal adenocarcinoma
Sample 400	ERS395757	cell	Homo sapiens	NCBI Taxonomy	9606	SJCRH30	sarcomatiod	not applicable	skeletal muscle tissue	rhabdomyosarcoma	17	year	male	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636085	P-MTAB-39822	ERS395757 extract	193	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380219	sequencing assay	ERX380219	ERR413914_1	ERR413914	SJCRH30	skeletal muscle tissue	rhabdomyosarcoma
Sample 400	ERS395757	cell	Homo sapiens	NCBI Taxonomy	9606	SJCRH30	sarcomatiod	not applicable	skeletal muscle tissue	rhabdomyosarcoma	17	year	male	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636085	P-MTAB-39822	ERS395757 extract	193	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380219	sequencing assay	ERX380219	ERR413914_2	ERR413914	SJCRH30	skeletal muscle tissue	rhabdomyosarcoma
Sample 401	ERS395202	cell	Homo sapiens	NCBI Taxonomy	9606	A-431	zone of skin	not applicable	zone of skin	skin squamous cell carcinoma	85	year	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636086	P-MTAB-39822	ERS395202 extract	200	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379665	sequencing assay	ERX379665	ERR413360_1	ERR413360	A-431	zone of skin	skin squamous cell carcinoma
Sample 401	ERS395202	cell	Homo sapiens	NCBI Taxonomy	9606	A-431	zone of skin	not applicable	zone of skin	skin squamous cell carcinoma	85	year	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636086	P-MTAB-39822	ERS395202 extract	200	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379665	sequencing assay	ERX379665	ERR413360_2	ERR413360	A-431	zone of skin	skin squamous cell carcinoma
Sample 402	ERS395285	cell	Homo sapiens	NCBI Taxonomy	9606	COLO-818	zone of skin	not applicable	zone of skin	metastatic melanoma	not available	  	not available	not available	RPMI-1640 10% FBS, 2mM L-Gln	Complete growth medium, 90%; DMSO, 10%	636087	P-MTAB-39822	ERS395285 extract	198	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379748	sequencing assay	ERX379748	ERR413443_1	ERR413443	COLO-818	zone of skin	metastatic melanoma
Sample 402	ERS395285	cell	Homo sapiens	NCBI Taxonomy	9606	COLO-818	zone of skin	not applicable	zone of skin	metastatic melanoma	not available	  	not available	not available	RPMI-1640 10% FBS, 2mM L-Gln	Complete growth medium, 90%; DMSO, 10%	636087	P-MTAB-39822	ERS395285 extract	198	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379748	sequencing assay	ERX379748	ERR413443_2	ERR413443	COLO-818	zone of skin	metastatic melanoma
Sample 403	ERS395437	cell	Homo sapiens	NCBI Taxonomy	9606	Hs 695T	zone of skin	not applicable	zone of skin	melanoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636088	P-MTAB-39822	ERS395437 extract	199	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379899	sequencing assay	ERX379899	ERR413594_1	ERR413594	Hs 695T	zone of skin	melanoma
Sample 403	ERS395437	cell	Homo sapiens	NCBI Taxonomy	9606	Hs 695T	zone of skin	not applicable	zone of skin	melanoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636088	P-MTAB-39822	ERS395437 extract	199	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379899	sequencing assay	ERX379899	ERR413594_2	ERR413594	Hs 695T	zone of skin	melanoma
Sample 404	ERS395523	cell	Homo sapiens	NCBI Taxonomy	9606	LOX-IMVI	zone of skin	not applicable	zone of skin	melanoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636089	P-MTAB-39822	ERS395523 extract	185	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379985	sequencing assay	ERX379985	ERR413680_1	ERR413680	LOX-IMVI	zone of skin	melanoma
Sample 404	ERS395523	cell	Homo sapiens	NCBI Taxonomy	9606	LOX-IMVI	zone of skin	not applicable	zone of skin	melanoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636089	P-MTAB-39822	ERS395523 extract	185	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379985	sequencing assay	ERX379985	ERR413680_2	ERR413680	LOX-IMVI	zone of skin	melanoma
Sample 405	ERS395552	cell	Homo sapiens	NCBI Taxonomy	9606	MeWo	zone of skin	not applicable	zone of skin	melanoma	78	year	male	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636090	P-MTAB-39822	ERS395552 extract	183	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380014	sequencing assay	ERX380014	ERR413709_1	ERR413709	MeWo	zone of skin	melanoma
Sample 405	ERS395552	cell	Homo sapiens	NCBI Taxonomy	9606	MeWo	zone of skin	not applicable	zone of skin	melanoma	78	year	male	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	636090	P-MTAB-39822	ERS395552 extract	183	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380014	sequencing assay	ERX380014	ERR413709_2	ERR413709	MeWo	zone of skin	melanoma
